Disciplina;titulo;taxonomia;tema;descricao;keywords
Geografia;Representações do espaço geográfico;ARgeo6_un02an_geografico.mp4;Cartografia;Sabemos que as formas e os processos do espaço geográfico podem ser representados visualmente por meio  de técnicas de Cartografia. Veja a explicação e alguns modelos dessas formas nesse audiovisual, que também mostra a representação de algumas dimensões, como o bloco-diagrama e a maquete;mapa, cartografia, maquete, croqui, planta, carta, bloco, diagrama
Geografia;Unidade 2 - Atividades interativas;/geo-atividade6-un2;Cartografia;Atividades interativas de fixação de conteúdos;mapa, localização, tecnologia, coordenadas, projeção, satélite, orientação, Terra, latitude, longitude, símbolo, representação
Geografia;O Sistema Solar;/sistema-solar;A Terra e o Universo;Saiba mais sobre as dimensões do Sistema Solar. O objeto interativo permite comparar a distância entre os planetas do Sistema Solar, bem como a velocidade de rotação e translação entre eles.;universo, Sol, planetas, rotação, translação, Terra
Geografia;Como se formam os terremotos;/terremoto;Os movimentos das placas tectônicass;Veja, por meio de ilustrações animadas, onde se originam os terremotos e a dinâmica desse processo natural. Há também uma explicação de  como eles podem ser medidos e os diferentes graus na escala de Mercalli.;placas tectônicas, abalos sísmicos, escala de Mercallli, maremoto, tsunami
Geografia;Unidade 3 - Atividades interativas;/geo-atividade6-un3;O planeta Terra;Atividades interativas de fixação de conteúdos;Deriva continental, placas tectônicas, continente, Eurásia, Terra, Sol, rotação, translação, fuso horário, crosta, manto, núcleo
Geografia;Contaminação dos mares;ARgeo6_un04an_mares.mp4;Uso dos ocenanos e mares;Entenda como o meio ambiente vem sendo afetado pelas  atividades humanas que comprometem o ecossistema, como a  poluição das águas. O material apresenta as formas mais frequentes de poluição dos mares e algumas consequências para esses fenômenos.;poluição, mares, meio ambiente, impacto ambiental, contaminação, água
Geografia;Unidade 4 - Atividades interativas;/geo-atividade6-un4;Continentes e oceanos;Atividades interativas de fixação de conteúdos;continentes, oceanos, mares, ilha, arquipélago, camadas, água, energia, clima
Geografia;Formação dos solos;ARgeo6_un05an_solos.mp4;Processos de formação e transofrmação de relevo;Veja na animação que a formação dos solos possui um tempo geológico, com processos de ação do intemperismo, relacionando esse fenômeno ao clima, por exemplo. Aprenda, também, quais são os horizontes de solo e suas principais características.;solos, intemperismo, rochas, erosão, sedimentação
Geografia;O ciclo da água;ARgeo6_un05an_ciclo_agua.mp4;Hidrografia;Observe a dinâmica da hidrosfera e as implicações do ciclo hidrológico para o ambiente por meio de um infográfico animado.;precipitação, ciclo hidrológico, água, evaporação
Geografia;Unidade 5 - Atividades interativas;/geo-atividade6-un5;Relevo e hidrografia;Atividades interativas de fixação de conteúdos;relevo, hidrografia, intemperismo, erosão, rochas, água, bacia hidrográfica, agentes internos, agentes externos
Geografia;Mundo: clima e vegetação;/clima-vegetacao;Clima e vegetação;Veja, por meio desse mapa interativo, dados cartográficos que podem ser cruzados possibilitando correlações entre as classificações de clima e a vegetação do mundo. Além disso, outras duas abas trazem informações sobre o relevo e a hidrografia.;clima, vegetação, relevo,,hidrografia
Geografia;A última hora;ARgeo6_un06vt_hora.mp4;Preservação ambiental;Conheça as ideias de alguns especialistas em meio ambiente neste trecho do documentário. Eles falam sobre a posição dos seres humanos com relação a algumas causas e soluções para os problemas ambientais, considerando que é possível transformar o mundo por meio da junção da tecnologia com o conhecimento cultural do homem, de maneira a equilibrar todo o sistema terrestre.;recursos naturais, preservação, conservação, sustentabilidade, meio ambiente
Geografia;Unidade 6 - Atividades interativas;/geo-atividade6-un6;Clima e vegetação;Atividades interativas de fixação de conteúdos;clima, Equador, estações, trópicos, temperatura, vegetação
Geografia;A produção de um objeto digital educacional;/producao-objeto-digital;Atividades econômicas: os serviços;Conheça as diversas fases de produção de um objeto digital educacional. Em cada uma delas há um vídeo em que o profissional responsável pelo projeto faz uma breve apresentação.;serviços, terceirização, trabalho, atividade profissional
Geografia;Tempos Modernos;ARgeo6_un07vt_modernos.mp4;Indústria;Assista à cena de um operário, personagem de Chaplin, trabalhando em uma linha de produção, de monotonia frenética. Com muito humor e certo exagero, ele critica a condição e a forma de trabalho impostas pela Revolução Industrial.;operário, trabalho, linha de montagem, indústria, fordismo
Geografia;Unidade 7 - Atividades interativas;/geo-atividade6-un7;Atividades econômicas;Atividades interativas de fixação de conteúdos;setores, economia, trabalho, indústria, comércio, agricultura, matéria prima, recursos naturais, fontes de energia
Geografia;A poluição urbana e industrial;ARgeo6_un08an_poluicao.mp4;Problemas urbanos;Veja um infográfico com ilustrações de uma área urbana, no qual são discutidos e exemplificados alguns tipos de poluição urbana.;poluição, indústria, inversão térmica, lixo, meio ambiente
Geografia;Áreas urbanas;ARgeo6_un08an_areas_urbanas.mp4;Ocupação e uso do solo urbano;Confira, por meio de ilustrações animadas, uma aglomeração urbana e a discussão sobre como esses grandes centros urbanos se estruturam.;aglomeração, impacto ambiental, poluição, centros urbanos
Geografia;Unidade 8 - Atividades interativas;/geo-atividade6-un8;O espaço urbano;Atividades interativas de fixação de conteúdos;cidade, metrópole, aglomeração, urbano, meio ambiente, população, problemas urbanos, moradia, poluição, lixo
Geografia;Alguns dos alimentos mais consumidos no Brasil;/alimentos-brasil;Produção agropecuária;Explore por meio de uma ilustração com interatividade os principais alimentos consumidos no país, como e onde são produzidos e as principais características da agropecuária brasileira.;agropecuária, produção, alimentos, economia
Geografia;Brasil Orgânico;ARgeo6_un09vt_organico.mp4;Agricultura orgânica;Assista a um trecho de uma entrevista em que um agricultor, e agrônomo, defende os cultivos orgânicos e discute a questão da segurança alimentar. Também há demonstração de uma produção de arroz orgânico e de um composto feito na fazenda para manter as áreas de pastoreio;alimentos, orgânico, agricultura, espaço rural
Geografia;Unidade 9 - Atividades interativas;/geo-atividade6-un9;O espaço rural;Atividades interativas de fixação de conteúdos;rural, campo, turismo, trabalho, economia, agricultura, agronegócio
Geografia;Brasil;/brasil;Potencialidades do espaço natural brasileiro;Teste seus conhecimentos sobre a localização, vegetação, clima, relevo e hidrografia do Brasil neste jogo de palavras cruzadas.;território brasileiro, clima, relevo, vegetação
Geografia;Explorando a Amazônia;ARgeo7_un01vt_amazonia.mp4;Vegetações do Brasil: a Floresta Amazônica;Veja no documentário uma vila de população ribeirinha, descendente de indígenas, em meio à Amazônia. Conheça um pouco da cultura, da fauna e da flora local.;Amazônia, vegetação, fauna, flora, floresta equatorial, biodiversidade
Geografia;Unidade 1 - Atividades interativas;/geo-atividade7-un1;Brasil: potencialidades do espaço natural;Atividades interativas de fixação de conteúdos;clima, relevo, vegetação, hidrografia
Geografia;As represas;ARgeo7_un02an_represas.mp4;Potencialidade energética  do território brasileiro;Entenda o funcionamento, as utilizações e as principais características das represas. Saiba mais sobre as maiores hidrelétricas do país e conheça alguns dados sobre a hidrelétrica de Itaipu.;água,  fontes de energia, consumo energético, abastecimento, hidrelétrica
Geografia;Lixo extraordinário;ARgeo7_un02vt_lixo.mp4;O desenvolvimento sustentável e a questão do lixo;Assista ao depoimento de um catador de lixo que conta sua trajetória de trabalho e reflita sobre as condições de vida em um lixão.;sustentabilidade, aterro sanitário, lixo, reciclagem, meio ambiente
Geografia;Unidade 2 - Atividades interativas;/geo-atividade7-un2;Brasil: território e regionalização;Atividades interativas de fixação de conteúdos;energia, fontes alternativas, meio ambiente, impacto ambiental, sustentabilidade, território, hidreletricidade, região
Geografia;Trabalho infantil;ARgeo7_un03in_trabalho_infantil.mp4;População e trabalho no Brasil;Navegue por um mapa interativo com informações sobre o trabalho infantil. Entenda suas causas e consequências. Explore- o e saiba mais sobre as principais atividades que utilizam o trabalho infantil no Brasil. Conheça ainda o número de crianças e adolescentes que trabalham por região e algumas das principais atividades exercidas por elas.;trabalho, economia, mão de obra, crianças, adolescentes, exploração
Geografia;Brasil: principais fluxos migratórios;/brasil-migratorios;Os movimentos migratórios no Brasil;Explore o mapa interativo e compare os dados referentes a parte da população migrante com a população total e os fluxos de migrações internas no Brasil.;migração, população, êxodo rural, deslocamento populacional
Geografia;Unidade 3 - Atividades interativas;/geo-atividade7-un3;A população brasileira;Atividades interativas de fixação de conteúdos;demografia, população, natalidade, mortalidade, migração, raça
Geografia;Densidade populacional;ARgeo7_un04an_populacional.mp4;A população brasileira;Saiba mais sobre a densidade populacional (ou demográfica). Entenda como ela é calculada e reflita sobre alguns problemas relacionados às altas densidades, por exemplo, no centro de São Paulo.;população, problemas urbanos, concentração populacional, mancha urbana
Geografia;Do arquipélago à economia nacional;ARgeo7_un04an_arquipelago_economia.mp4;Expansão econômica do território brasileiro;Conheça mais sobre a organização territorial do Brasil, desde o Brasil colônia, a organização do país em áreas produtivas voltadas basicamente à exportação até a superação do regime e a instauração de uma economia nacional integrada, com expansão do povoamento.;território, economia, povoamento, indústria, café, produção, exportação
Geografia;Unidade 4 - Atividades interativas;/geo-atividade7-un4;"Brasil; urbanização, indústria e espaço rural";Atividades interativas de fixação de conteúdos;urbanização, problemas urbanos, cidade, indústria, agronegócio, agricultura, sustentabilidade
Geografia;Brasil: aspectos físicos da Região Norte;/norte-fisico;Apresentação das características físicas da Região Norte do Brasil;Explore o mapa interativo e veja dados sobre a Região Norte referentes à vegetação, clima, relevo e hidrografia.;Região Norte, clima, relevo, vegetação, hidrografia
Geografia;Chico Mendes, o preço da floresta;ARgeo7_un05vt_chico_mendes.mp4;Amazônia;Veja no vídeo cenas de exploração da Amazônia e o ciclo da borracha. Saiba mais sobre o trabalho dos seringueiros e sobre a vida de Chico Mendes.;Amazônia, preservação, Chico Mendes, comunidades, seringueiros,
Geografia;Unidade 5 - Atividades interativas;/geo-atividade7-un5;Região Norte;Atividades interativas de fixação de conteúdos;território, vegetação, Amazônia, meio ambiente, desmatamento, sustentabilidade, reserva extrativista
